LICENSE NUMBER,LICENSE TYPE,ESTABLISHMENT,STREET ADDRESS,CITY/TOWN,PROVINCE,POSTAL CODE,Location
003687,Eating Establishment,Hants County Pub - Suspended,20 Findley RD,Kennetcook,NS,B0N 1P0,"Kennetcook, NS B0N 1P0
(45.177896, -63.721297)"
004980,Eating Establishment,9 + Nine Chinese Cuisine,480 Parkland DR,Halifax,NS,B3S 1P9,"Halifax, NS B3S 1P9
(44.67182, -63.676146)"
003735,Eating Establishment,Harbour City Grill,1990 Barrington ST,Halifax,NS,B3J 1P2,"Halifax, NS B3J 1P2
(44.649361, -63.575196)"
004514,Eating Establishment,"Rosie's Restaurant EE, Kentville",42 Aberdeen ST,Kentville,NS,B4N 2N1,"Kentville, NS B4N 2N1
(45.077297, -64.496703)"
003653,Eating Establishment,Angie's Dining Room,50 Akerley BL,Dartmouth,NS,B3B 1R8,"Dartmouth, NS B3B 1R8
(44.711032, -63.601274)"
005270,Club,Truro Volunteer Fire Brigade,165 Victoria ST,Truro,NS,B2N 5B6,"Truro, NS B2N 5B6
(45.366338, -63.299163)"
003503,Eating Establishment,Palladium Family Restaurant,942 Cole Harbour RD,Dartmouth,NS,B2V 1E6,"Dartmouth, NS B2V 1E6
(44.671259, -63.498299)"
001105,Club,Strait Area Community Curling Club,15 MacQuarrie DR,Port Hawkesbury,NS,B9A 3A3,"Port Hawkesbury, NS B9A 3A3
(45.619458, -61.355631)"
001007,Club,"RCL Br. 142, Fairview",50 Hillcrest ST,Halifax,NS,B3N 2X5,"Halifax, NS B3N 2X5
(44.655479, -63.643378)"
005078,Eating Establishment,Il Mercato Ristorante,1595 Bedford Hwy  ,Bedford,NS,B4A 3Y4,"Bedford, NS B4A 3Y4
(44.734813, -63.655248)"
004625,Eating Establishment,Gabrieau's Bistro,350 Main ST,Antigonish,NS,B2G 2C5,"Antigonish, NS B2G 2C5
(45.622538, -61.990733)"
003229,Eating Establishment,Highlander Dining Room,16 Twinning ST,Pictou,NS,B0K 1H0,"Pictou, NS B0K 1H0
(45.680541, -62.719343)"
003824,Eating Establishment,Maple Leaf Restaurant,272 Charlotte ST,Sydney,NS,B1P 1C7,"Sydney, NS B1P 1C7
(46.139099, -60.195007)"
005115,Eating Establishment,Szechuan Restaurant,950 Bedford Highway ,Halifax,NS,B4A 4B5,"Halifax, NS B4A 4B5
(44.715896, -63.678123)"
001506,Eating Establishment,Glengarry Dining  Room,150 Willow ST,Truro,NS,B2N 4Z6,"Truro, NS B2N 4Z6
(45.362418, -63.288248)"
004578,Eating Establishment,Happy Garden Chinese Restaurant,1304 Birmingham ST,Halifax,NS,B3J 1G8,"Halifax, NS B3J 1G8
(44.642999, -63.576999)"
001056,Club,Clare Knights of Columbus Club,288 P.F. Comeau RD,Comeauville,NS,B0W 1Z0,"Comeauville, NS B0W 1Z0
(44.30226, -66.121335)"
001086,Club,Liverpool Fire Fighters Club,500 Main ST,Liverpool,NS,B0T 1K0,"Liverpool, NS B0T 1K0
(44.033353, -64.714675)"
002723,Club,Sydney Steelworkers & Pensioners Club,30 Inglis ST,Sydney,NS,B1P 6H2,"Sydney, NS B1P 6H2
(46.1299, -60.173953)"
005275,Eating Establishment,Bras d'Or View Restaurant & Pizzeria,1289 Trans Canada HY,Bras d'Or,NS,B1Y 2N4,"Bras d'Or, NS B1Y 2N4
(46.253157, -60.298851)"
001083,Club,Barrington Area Lions Club,2904 NS Trunk 3 ,Barrington Passage,NS,B0W 1E0,"Barrington Passage, NS B0W 1E0
(43.559745, -65.575945)"
001627,Club,"RCL Br. 95,  Bedford",1772 Bedford Highway ,Bedford,NS,B4A 1G2,"Bedford, NS B4A 1G2
(44.74192, -63.655403)"
003409,Eating Establishment,Auld Brass Door Restaurant,9814 Highway 105  ,Whycocomagh,NS,B0E 3M0,"Whycocomagh, NS B0E 3M0
(45.988065, -61.135531)"
004710,Eating Establishment,Back Alley Dining Room,300 Sackville DR,Lower Sackville,NS,B4C 2R6,"Lower Sackville, NS B4C 2R6
(44.760446, -63.674232)"
001022,Club,"RCL Br. 108, River John",2506 River John Station RD,River John,NS,B0K 1N0,"River John, NS B0K 1N0
(45.749273, -63.054798)"
002681,Eating Establishment,Pizza Delight (Truro),61 Robie ST,Lower Truro,NS,B2N 1K8,"Lower Truro, NS B2N 1K8
(45.369024, -63.304306)"
004519,Club,Reserve & Gardiner Mines Firemen's Club,203 Main ST,Reserve Mines,NS,B1E 1E5,"Reserve Mines, NS B1E 1E5
(46.18495, -60.017726)"
004975,Eating Establishment,Duncan's Restaurant,49 Victoria ST,Amherst,NS,B4H 1X4,"Amherst, NS B4H 1X4
(45.831798, -64.214019)"
004664,Eating Establishment,Hillcrest Hall Dining Room,24 Main ST,Port Hood,NS,B0E 2W0,"Port Hood, NS B0E 2W0
(46.013872, -61.513992)"
002611,Club,"RCL Br. 147, Upper Musquodoboit",2768 Caribou RD,Upper Musquodoboit,NS,B0N 2M0,"Upper Musquodoboit, NS B0N 2M0
(45.170098, -62.917449)"
001701,Club,Club Champlain,44 Ferry ST,Sydney,NS,B1P 6A1,"Sydney, NS B1P 6A1
(46.143577, -60.194202)"
003496,Club,Tidnish Crossroads Community Centre,4358 Tyndal RD,Amherst,NS,B4H 3X9,"Amherst, NS B4H 3X9
(45.927742, -64.078718)"
002100,Club,Church Point Social Club,1838 Trunk 1 ,Church Point,NS,B0W 1M0,"Church Point, NS B0W 1M0
(44.309954, -66.078389)"
004829,Eating Establishment,Seascape Coastal Retreat Dining Room,36083 Cabot Trail ,Ingonish,NS,B0C 1K0,"Ingonish, NS B0C 1K0
(46.693302, -60.379813)"
005326,Eating Establishment,"Boston Pizza EE, Antigonish",135 Church ST,Antigonish,NS,B2G 2E3,"Antigonish, NS B2G 2E3
(45.613375, -61.984836)"
001971,Eating Establishment,Gisele Country Inn,387 Shore  RD,Baddeck,NS,B0E 1B0,"Baddeck, NS B0E 1B0
(46.135073, -60.88087)"
003450,Eating Establishment,Canadiana Restaurant,15 Lakelands BL,Halifax,NS,B3S 1A2,"Halifax, NS B3S 1A2
(44.641594, -63.66995)"
004185,Eating Establishment,Stonehouse Motel Dining Room,165 Willow ST,Truro,NS,B2N 4Z9,"Truro, NS B2N 4Z9
(45.359141, -63.290926)"
002059,Eating Establishment,Gingergrass Thai & Vietnamese Restaurant,1284 Barrington ST,Halifax,NS,B3J 1Y5,"Halifax, NS B3J 1Y5
(44.641138, -63.570854)"
001315,Club,"RCL Br. 60, Pugwash",10778 Durham ST,Pugwash,,B0K 1L0,"Pugwash B0K 1L0
(45.851054, -63.658815)"
004840,Eating Establishment,Rare Bird Pub Dining Room,80 Main ST,Guysborough,NS,B0H 1N0,"Guysborough, NS B0H 1N0
(45.369785, -61.472788)"
004919,Eating Establishment,Rita's Tea Room,8701 Highway #4 ,Big Pond,NS,B1J 2E2,"Big Pond, NS B1J 2E2
(45.966528, -60.517351)"
002311,Eating Establishment,Governor's Bar & Restaurant,233 Esplanade ST,Sydney,NS,B1P 1A6,"Sydney, NS B1P 1A6
(46.14046, -60.196524)"
003442,Club,Le Club des Retraites de Cheticamp,15108 Main ST,Cheticamp,NS,B0E 1H0,"Cheticamp, NS B0E 1H0
(46.619593, -61.002042)"
001886,Club,Wolfville Curling Club ,22 Elm AV,Wolfville,NS,B4P 1Z9,"Wolfville, NS B4P 1Z9
(45.091399, -64.364258)"
005413,Eating Establishment,Montana's Cookhouse Restaurant,101 Shubie DR,Dartmouth,NS,B3B 0C3,"Dartmouth, NS B3B 0C3
(44.7091, -63.591479)"
001172,Club,Stellar Curling Club,234 Foord ST,Stellarton,NS,B0K 1S0,"Stellarton, NS B0K 1S0
(45.55495, -62.66745)"
004336,Eating Establishment,Minato Sushi Japanese Restaurant,1520 Queen ST,Halifax,NS,B3J 2H8,"Halifax, NS B3J 2H8
(44.644095, -63.576945)"
006095,Beverage Room,Breton Brewing Co.,364 Keltic DR,Sydney,NS,B1R 1V7,"Sydney, NS B1R 1V7
(46.116889, -60.232037)"
003649,Club,St Ninian's Parish,120 St. Ninian's  ST,Antigonish,NS,B2G 1Y9,"Antigonish, NS B2G 1Y9
(45.620645, -61.991712)"
003287,Eating Establishment,Smokey's Restaurant,81 Wright AV,Dartmouth,NS,B3B 1H4,"Dartmouth, NS B3B 1H4
(44.703575, -63.598426)"
001952,Club,Bridgetown Lawn Bowling & Quoits Club,72 Chipman AV,Bridgetown,NS,B0S 1C0,"Bridgetown, NS B0S 1C0
(44.834214, -65.303069)"
002928,Eating Establishment,Split Crow Dining Room Halifax,1855 Granville  ST,Halifax,NS,B3J 1Y1,"Halifax, NS B3J 1Y1
(44.648922, -63.574236)"
004748,Eating Establishment,Windlass Restaurant,1615 Chebogue RD,Kelleys Cove,NS,B5A 4A6,"Kelleys Cove, NS B5A 4A6
(43.810973, -66.086579)"
001052,Club,Captain Kidd Rod & Gun Club,2915 Highway #3  ,East Chester,NS,B0J 1J0,"East Chester, NS B0J 1J0
(44.556057, -64.234412)"
001699,Club,Berwick & District Lions Club,225 Veterans  DR,Berwick,NS,B0P 1E0,"Berwick, NS B0P 1E0
(45.054682, -64.748833)"
003945,Club,Mushaboom Volunteer Fire Department,22 Power's  RD,Mushaboom,NS,B0J 3H0,"Mushaboom, NS B0J 3H0
(44.784876, -63.021099)"
001439,Club,Country Harbour Gun Club,16740 Highway 316 .,Country Harbour,NS,B0H 1J0,"Country Harbour, NS B0H 1J0
(45.270598, -61.849952)"
002671,Eating Establishment,Jo-Anne's Quick - N - Tasty,490 Route #1 ,Dayton,NS,B5A 4A5,"Dayton, NS B5A 4A5
(43.911603, -66.111616)"
003812,Eating Establishment,Belly up BBQ and Grill,214 Robie ST,Truro,NS,B2N 1L1,"Truro, NS B2N 1L1
(45.368518, -63.307229)"
005947,Club,Whycocomagh Fire Hall,9519 Trans Canada Hwy. ,Whycocomagh,NS,B0E 3M0,"Whycocomagh, NS B0E 3M0
(45.988065, -61.135531)"
002053,Eating Establishment,Mike's Lunch,6 Sterling RD,Glace Bay,NS,B1A 3X3,"Glace Bay, NS B1A 3X3
(46.205899, -59.9568)"
005000,Eating Establishment,"Jungle Jim's EE, Halifax",189 Chain Lake DR,Halifax,NS,B3S 1G9,"Halifax, NS B3S 1G9
(44.646616, -63.673514)"
002789,Eating Establishment,Surf Restaurants Inc.,13991 Highway #1 ,Hantsport,NS,B0P 1P0,"Hantsport, NS B0P 1P0
(45.065319, -64.189423)"
004673,Eating Establishment,McKay's Restaurant,5191 Highway #7  ,Porters Lake,NS,B3E 1E8,"Porters Lake, NS B3E 1E8
(44.738199, -63.318081)"
002958,Eating Establishment,Blue Mist Dining  Room ,85 Main ST,Bras d'Or,NS,B1Y 2M2,"Bras d'Or, NS B1Y 2M2
(46.237049, -60.262841)"
002704,Eating Establishment,Brier Island Lodge Dining Room,557 Water ST,Brier Island,NS,B0V 1H0,"Brier Island, NS B0V 1H0
(44.621726, -65.757469)"
004218,Club,Reserve Mines Seniors & Pensioners Club,165 Main ST,Reserve Mines,NS,B1E 1K7,"Reserve Mines, NS B1E 1K7
(46.184436, -60.026458)"
000782,Eating Establishment,Bell Buoy Restaurant,536 Chebucto ST,Baddeck,NS,B0E 1B0,"Baddeck, NS B0E 1B0
(46.135073, -60.88087)"
004339,Club,Jordan Bay Community Hall Association,11 Shore RD,Jordan Bay,NS,B0T 1W0,"Jordan Bay, NS B0T 1W0
(43.750899, -65.340659)"
002293,Club,Westmount Vol. Fire Dept.,180 Fulton AV,Sydney,NS,B1R 2A9,"Sydney, NS B1R 2A9
(46.143828, -60.216282)"
001005,Club,"RCL Br. 92, Freeport",198 Water ST,Freeport,NS,B0V 1B0,"Freeport, NS B0V 1B0
(44.293564, -66.277794)"
000880,Eating Establishment,Look Ho Ho Restaurant,6420 Bayers RD,Halifax,NS,B3L 2B1,"Halifax, NS B3L 2B1
(44.654117, -63.611554)"
005035,Eating Establishment,Spencer's Island Beach Cafe,763 Spencer's Beach RD,Spencer's Island,NS,B0M 1J0,"Spencer's Island, NS B0M 1J0
(45.400106, -63.95309)"
005295,Eating Establishment,Village Grill,15862 Central AV,Inverness,NS,B0E 1N0,"Inverness, NS B0E 1N0
(46.226447, -61.29886)"
001100,Club,R.C.A.F. Association #105 Wing,27 Havelock ST,Amherst,NS,B4H 4W1,"Amherst, NS B4H 4W1
(45.83416, -64.211242)"
001617,Club,St. Joseph's Lebanese & Syrian Club,30 MacKenzie ST,Sydney,NS,B1P 1W5,"Sydney, NS B1P 1W5
(46.135288, -60.186515)"
002860,Eating Establishment,Steel City Dining Room,252 Townsend ST,Sydney,NS,B1P 5E9,"Sydney, NS B1P 5E9
(46.135707, -60.186632)"
001289,Club,Ardoise Community Recreation Centre,3 Ardoise School RD,Ardoise,NS,B0N 1L0,"Ardoise, NS B0N 1L0
(44.957554, -63.975234)"
001580,Eating Establishment,Front & Central Restaurant,117 Front ST,Wolfville,NS,B4P 1A5,"Wolfville, NS B4P 1A5
(45.09239, -64.35988)"
000862,Eating Establishment,Thai Garden Restaurant,1658 Bedford Highway ,Bedford,NS,B3A 2X9,"Bedford, NS B3A 2X9
(44.684296, -63.558822)"
003481,Eating Establishment,Charlotte Lane Cafe & Crafts,13 Charlotte LN,Shelburne,NS,B0T 1W0,"Shelburne, NS B0T 1W0
(43.750899, -65.340659)"
001985,Eating Establishment,Duck Cove Inn Dining Room,10289 Cabot Trail ,Margaree Harbour,NS,B0E 2B0,"Margaree Harbour, NS B0E 2B0
(46.432479, -61.106465)"
001015,Club,"RCL Br. 23, Lunenburg",34 Duke ST,Lunenburg,NS,B0J 2C0,"Lunenburg, NS B0J 2C0
(44.377523, -64.315648)"
004164,Eating Establishment,Daniel's Bar & Grill Dining Room,456 Charlotte ST,Sydney,NS,B1P 1E4,"Sydney, NS B1P 1E4
(46.135845, -60.193992)"
004890,Eating Establishment,Cafe Italia,62 Provost  ST,New Glasgow,NS,B2H 2P4,"New Glasgow, NS B2H 2P4
(45.589239, -62.644522)"
005520,Beverage Room,B. Woo's Kitchen,26 South Albion ST,Amherst,NS,B4H 2W3,"Amherst, NS B4H 2W3
(45.825413, -64.208494)"
004792,Eating Establishment,Old Triangle Irish Alehouse Halifax,5136 Prince ST,Halifax,NS,B3J 1L4,"Halifax, NS B3J 1L4
(44.647582, -63.572365)"
004104,Eating Establishment,Dooly's Dining Room (Truro),50 Juniper ST,Truro,NS,B2N 5Z8,"Truro, NS B2N 5Z8
(45.368846, -63.299648)"
003907,Eating Establishment,Le Restaurant Cape View Dining Room,151 John Doucette RD,Mavillette,NS,B0W 2H0,"Mavillette, NS B0W 2H0
(44.100811, -66.18522)"
003825,Eating Establishment,Tempo Food + Drink,1875 Barrington ST,Halifax,NS,B3J 3L6,"Halifax, NS B3J 3L6
(44.648882, -63.57495)"
004600,Eating Establishment,Lynwood Inn ,441 Shore RD,Baddeck,NS,B0E 1B0,"Baddeck, NS B0E 1B0
(46.135073, -60.88087)"
001771,Club,"RCL Br. 155, Wedgeport",24 Corporon RD,Wedgeport,NS,B0W 3P0,"Wedgeport, NS B0W 3P0
(43.738879, -65.976065)"
003977,Eating Establishment,Dooly's Dining Room (Sydney),65 Pitt ST,Sydney,NS,B1P 5X6,"Sydney, NS B1P 5X6
(46.211724, -60.016684)"
001222,Club,Yarmouth Lions Club,87 Parade ST,Yarmouth,NS,B5A 3B3,"Yarmouth, NS B5A 3B3
(43.836511, -66.108057)"
003661,Eating Establishment,Island Nest Dining Room,2344 Highway 206  ,Arichat,NS,B0E 1A0,"Arichat, NS B0E 1A0
(45.51442, -61.006232)"
001512,Eating Establishment,Gales Eatery,417 Main ST,Yarmouth,NS,B5A 4B2,"Yarmouth, NS B5A 4B2
(43.867322, -66.105665)"
003689,Eating Establishment,Top Hat Dining Room,963 Central  AV,Greenwood,NS,B0P 1N0,"Greenwood, NS B0P 1N0
(44.969714, -64.929412)"
002502,Club,North Shore Volunteer Fire Department,432 Marsh RD,Antigonish,NS,B2G 2L2,"Antigonish, NS B2G 2L2
(45.714625, -61.928439)"
002165,Eating Establishment,Baddeck Lobster Suppers ,17 Ross ST,Baddeck,NS,B0E 1B0,"Baddeck, NS B0E 1B0
(46.135073, -60.88087)"
004120,Eating Establishment,China King Family Restaurant,825 Reeves ST,Port Hawkesbury,NS,B9A 2S4,"Port Hawkesbury, NS B9A 2S4
(45.614066, -61.34958)"
001621,Club,Hubbards Area Lions Club,21 Lions Club RD,Fox Point,NS,B0J 1T0,"Fox Point, NS B0J 1T0
(44.50715, -64.058147)"
004255,Eating Establishment,Tommy Gun's Speakeasy Dining Room,143 Gerrish ST,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
001615,Club,Ashburn Golf & Country Club (Halifax),3250 Joseph Howe  DR,Halifax,NS,B3L 4T7,"Halifax, NS B3L 4T7
(44.653739, -63.627265)"
004106,Eating Establishment,Dooly's Dining Room (Burnside),121 Ilsley AV,Dartmouth,NS,B3B 1T1,"Dartmouth, NS B3B 1T1
(44.694814, -63.583368)"
005089,Eating Establishment,King Bo Restaurant ,226 Duke ST,Chester,NS,B0J 1J0,"Chester, NS B0J 1J0
(44.556057, -64.234412)"
004929,Eating Establishment,Cole's Neighbourhood Restaurant ,972 Cole Harbour RD,Dartmouth,NS,B2V 1E7,"Dartmouth, NS B2V 1E7
(44.665509, -63.490441)"
001293,Club,Armdale Yacht Club,75 Burgee Run ,Halifax,NS,B3P 0C9,"Halifax, NS B3P 0C9
(44.62363, -63.60892)"
003992,Club,Ohio Volunteer Fire Department,4003 Highway 203 ,Shelburne Co,NS,B0T 1W0,"Shelburne Co, NS B0T 1W0
(43.750899, -65.340659)"
002652,Eating Establishment,Bras d'or Lakes Dining Room,10095 Grenville ST,St. Peters,NS,B0E 3B0,"St. Peters, NS B0E 3B0
(45.663824, -60.849091)"
003333,Eating Establishment,Midtrail Resort,23475 Cabot Trail ,Pleasant Bay,NS,B0E 2P0,"Pleasant Bay, NS B0E 2P0
(46.823206, -60.800113)"
000788,Eating Establishment,The Commoner Table & Tap,560 Kings RD,Sydney,NS,B1S 1B8,"Sydney, NS B1S 1B8
(46.12123, -60.207718)"
002995,Eating Establishment,Leo's Cafe,222 St. George ST,Annapolis Royal,NS,B0S 1A0,"Annapolis Royal, NS B0S 1A0
(44.73394, -65.498816)"
006309,Beverage Room,Schoolhouse Brewery Taproom,40 Water  ST,Windsor,NS,B0N 2T0,"Windsor, NS B0N 2T0
(44.974763, -64.131268)"
001616,Club,Ashburn Golf & Country Club,60 Golf Club RD,Windsor Jct.,NS,B2T 1Z2,"Windsor Jct., NS B2T 1Z2
(44.809276, -63.649042)"
003383,Eating Establishment,MOLLYZ Diner,2182 Gottingen ST,Halifax,NS,B3K 3B4,"Halifax, NS B3K 3B4
(44.652437, -63.584041)"
001089,Club,Mayflower Curling Club,3000 Monaghan DR,Halifax,NS,B3K 2V9,"Halifax, NS B3K 2V9
(44.657962, -63.603408)"
004953,Eating Establishment,Hamachi Teppan - Yaki Steakhouse Dining Room,1477 Lower Water ST,Halifax,NS,B3J 1T9,"Halifax, NS B3J 1T9
(44.642627, -63.570253)"
002590,Eating Establishment,Pizza Delight (Greenwood),801 Central AV,Greenwood,NS,B0P 1N0,"Greenwood, NS B0P 1N0
(44.969714, -64.929412)"
001066,Club,Digby Volunteer Firemen's Society,163 First AV,Digby,NS,B0V 1A0,"Digby, NS B0V 1A0
(44.608711, -65.781904)"
004848,Eating Establishment,"Boston Pizza Dining Room, Bayers Lake",194 Chain Lake DR,Halifax,NS,B3S 1C5,"Halifax, NS B3S 1C5
(44.647827, -63.674215)"
001307,Club,St. Croix Community Club,18 Cemetery RD,St. Croix,NS,B0N 2E0,"St. Croix, NS B0N 2E0
(44.959935, -63.996891)"
000861,Eating Establishment,Inverary Inn Dining Room,368 Shore  RD,Baddeck,NS,B0E 1B0,"Baddeck, NS B0E 1B0
(46.135073, -60.88087)"
004998,Eating Establishment,Pizza Delight - Saulnierville,9881 Highway #1 ,Saulnierville,NS,B0W 2Z0,"Saulnierville, NS B0W 2Z0
(44.248052, -66.105935)"
005121,Eating Establishment,Oh My Cod Restaurant Services,567 Main ST,Mahone Bay,NS,B0J 2E0,"Mahone Bay, NS B0J 2E0
(44.499319, -64.471872)"
001228,Club,St. Michael's Polish Association,972 Victoria  RD,Sydney,NS,B1N 1K7,"Sydney, NS B1N 1K7
(46.158987, -60.186396)"
003648,Club,Canning District Lions Club,1000 Seminary AV,Canning,NS,B0P 1H0,"Canning, NS B0P 1H0
(45.191915, -64.420595)"
001527,Eating Establishment,White Point Beach Lodge Dining Room,75 White Point RD,Hunts Point,NS,B0T 1G0,"Hunts Point, NS B0T 1G0
(44.020897, -64.714986)"
001008,Club,"RCL Br. 132, Inverness",15857 Central AV,Inverness,NS,B0E 1N0,"Inverness, NS B0E 1N0
(46.226447, -61.29886)"
002748,Club,Sackville Lions Club,101 Old Beaverbank RD,Lower Sackville,NS,B4C 2S9,"Lower Sackville, NS B4C 2S9
(44.681401, -63.576616)"
005171,Club,Morristown Community Club,10 Prospect RD,Morristown,NS,B0P 1E0,"Morristown, NS B0P 1E0
(45.054682, -64.748833)"
001310,Club,"RCL Br. 32, Cheticamp",15438 Main ST,Cheticamp,NS,B0E 1H0,"Cheticamp, NS B0E 1H0
(46.619593, -61.002042)"
001865,Club,Twin Village Social Club,2699 Amiraults Hill RD,Amirault's Hill,NS,B0W 3M0,"Amirault's Hill, NS B0W 3M0
(43.855421, -65.967885)"
005341,Eating Establishment,Just Us! Cafe,450 Main ST,Wolfville,NS,B0P 1X0,"Wolfville, NS B0P 1X0
(44.997627, -64.696575)"
005735,Club,Hubbards Yacht Club,215 Highway 329  ,Hubbards,NS,B0J 1T0,"Hubbards, NS B0J 1T0
(44.50715, -64.058147)"
001374,Eating Establishment,Blomidon Inn Dining Room,195 Main ST,Wolfville,NS,B4P 1C3,"Wolfville, NS B4P 1C3
(45.091862, -64.356721)"
004691,Eating Establishment,The Perfect Pour Pub and Grill  ,19 Norm Newman DR,Dartmouth,NS,B2W 6M3,"Dartmouth, NS B2W 6M3
(44.669761, -63.53048)"
000990,Club,"RCL Br. 69, Berwick",232 Main ST,Berwick,NS,B0P 1E0,"Berwick, NS B0P 1E0
(45.054682, -64.748833)"
005366,Eating Establishment,Jack Astor's Bar and Grill ,107 Shubie DR,Dartmouth,NS,B3B 0C3,"Dartmouth, NS B3B 0C3
(44.7091, -63.591479)"
002753,Club,North Sydney Firemen's Club,14 Pierce ST,North Sydney,NS,B2A 3M5,"North Sydney, NS B2A 3M5
(46.232932, -60.299747)"
003537,Eating Establishment,Zen Restaurant,287 Lacewood DR,Halifax,NS,B3M 3Y7,"Halifax, NS B3M 3Y7
(44.661801, -63.650707)"
005196,Eating Establishment,MacKinnon-Cann Historic Inn,27 Willow ST,Yarmouth,NS,B5A 1V2,"Yarmouth, NS B5A 1V2
(43.836006, -66.117544)"
004227,Eating Establishment,Riverbank Restaurant,856 Grand Mira South RD,Juniper Mountain,NS,B1K 1G8,"Juniper Mountain, NS B1K 1G8
(45.912515, -60.286382)"
001068,Club,Donkin Fire Department Men's Club,10 South ST,Donkin,NS,B1A 6S8,"Donkin, NS B1A 6S8
(46.182643, -59.87417)"
001708,Club,Stellarton Firefighters Association,11 Jubilee AV,Stellarton,NS,B0K 1S0,"Stellarton, NS B0K 1S0
(45.55495, -62.66745)"
000813,Eating Establishment,Armview Grill Restaurant,7156 Chebucto RD,Halifax,NS,B3L 1N4,"Halifax, NS B3L 1N4
(44.642553, -63.619696)"
001561,Club,Sydney River Fire Dept. Men's Club,36 Lewis DR,Sydney River,NS,B1S 1T2,"Sydney River, NS B1S 1T2
(46.11135, -60.220505)"
002528,Eating Establishment,Big Scoop Restaurant,13616 Highway #1 ,Wilmot,NS,B0S 1P0,"Wilmot, NS B0S 1P0
(44.940456, -65.066774)"
001321,Club,"RCL Br. 144, Western Shore",6582 Highway #3 ,Western Shore,NS,B0J 3M0,"Western Shore, NS B0J 3M0
(44.531403, -64.314502)"
006139,Beverage Room,Good Robot Brewing Company,2736 Robie  ST,Halifax,NS,B3K 4P2,"Halifax, NS B3K 4P2
(44.656466, -63.597489)"
002336,Eating Establishment,Hella's Restaurant,664 Sackville DR,Sackville,NS,B4C 2S5,"Sackville, NS B4C 2S5
(44.769967, -63.689342)"
003313,Eating Establishment,End of the Line Pub & Grill Dining Room,73 Queen ST,Bridgetown,NS,B0S 1C0,"Bridgetown, NS B0S 1C0
(44.834214, -65.303069)"
001879,Club,"RCL Br. 161, Gaetz Brook (Eastern Marine)",6644 Highway 7 ,Head of Chezzetcook,NS,B0J 1N0,"Head of Chezzetcook, NS B0J 1N0
(44.576191, -63.730145)"
002937,Eating Establishment,Piper's Pub Dining Room,31 College ST,Antigonish,NS,B2G 1X5,"Antigonish, NS B2G 1X5
(45.620954, -61.991488)"
006183,Club,Whycocomagh Waterfront Centre Association,9650 Trans Canada HY,Whycocomagh,NS,,"Whycocomagh, NS
(45.966599, -61.1166)"
003210,Eating Establishment,Kempster's Cookhouse & Eatery,3644 Kempt RD,Halifax,NS,B3M 1B6,"Halifax, NS B3M 1B6
(44.654149, -63.646599)"
002601,Club,Boisdale Volunteer Fire Department,3810 Grand Narrows RD,Boisdale,NS,B1Y 3T9,"Boisdale, NS B1Y 3T9
(46.086916, -60.525529)"
003395,Eating Establishment,Mezza Lebanese Kitchen,1558 Barrington ST,Halifax,NS,B3J 3Z6,"Halifax, NS B3J 3Z6
(44.646545, -63.576694)"
001670,Eating Establishment,Lobster Galley Restaurant,51943 Cabot Trail  ,South Haven,NS,B0E 1B0,"South Haven, NS B0E 1B0
(46.135073, -60.88087)"
001554,Club,Italian Canadian Cultural Association,2629 Agricola ST,Halifax,NS,B3K 4C7,"Halifax, NS B3K 4C7
(44.656504, -63.594851)"
004004,Eating Establishment,Brewster's Dining Room,961 Bedford Highway  ,Bedford,NS,B4A 1A9,"Bedford, NS B4A 1A9
(44.715999, -63.678125)"
001032,Club,"RCL Br. 26, Truro",42 Brunswick ST,Truro,NS,B2N 5E5,"Truro, NS B2N 5E5
(45.365414, -63.301099)"
000843,Eating Establishment,Fong's Restaurant,1241 Cole Harbour RD,Dartmouth,NS,B2V 1N1,"Dartmouth, NS B2V 1N1
(44.672579, -63.478222)"
005389,Eating Establishment,"Boston Pizza EE, Dartmouth Crossing",111 Shubie DR,Dartmouth,NS,B3B 0C3,"Dartmouth, NS B3B 0C3
(44.7091, -63.591479)"
005254,Eating Establishment,JB's Steak & Seafood,55 Highway 330 ,Barrington Passage,NS,B0W 1G0,"Barrington Passage, NS B0W 1G0
(43.523152, -65.611303)"
003086,Eating Establishment,Pizza Delight (Barrington Passage),3469 Highway #3 ,Barrington Passage,NS,B0W 1G0,"Barrington Passage, NS B0W 1G0
(43.523152, -65.611303)"
